Test Name, Success%, Total, Success 
RSI55/MOM0/BBANDS0.07/ADX20/,0,1,0
RSI55/MOM0/BBANDS0.07/ADX25/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX30/,0,2,0
RSI55/MOM0/BBANDS0.07/ADX35/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX40/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX45/,0.5,4,2
RSI55/MOM0/BBANDS0.07/ADX50/,0.5,4,2
RSI55/MOM0/BBANDS0.06/,0,2,0
MOM0/BBANDS0.07/ADX20/,0.3333,6,2
MOM0/BBANDS0.07/ADX25/,0.3,10,3
MOM0/BBANDS0.07/ADX30/,0.4286,14,6
MOM0/BBANDS0.07/ADX35/,0.5263,19,10
MOM0/BBANDS0.07/ADX40/,0.6,25,15
MOM0/BBANDS0.06/,0.5833,24,14
RSI55/BBANDS0.07/ADX20/,0.3333,6,2
RSI55/BBANDS0.07/ADX25/,0.1667,12,2
RSI55/BBANDS0.07/ADX30/,0.1538,13,2
RSI55/BBANDS0.07/ADX35/,0.2667,15,4
RSI55/BBANDS0.07/ADX40/,0.2667,15,4
RSI55/BBANDS0.07/ADX45/,0.2667,15,4
RSI55/BBANDS0.07/ADX50/,0.2667,15,4
RSI55/BBANDS0.06/,0.1667,12,2
BBANDS0.07/ADX20/,0.3846,13,5
BBANDS0.07/ADX25/,0.2609,23,6
RSI60/ADX20/,0.3529,17,6
RSI55/MOM0/ADX20/,0,1,0
RSI55/MOM0/ADX25/,0,2,0
RSI55/MOM0/ADX30/,0.2,5,1
RSI55/MOM0/ADX35/,0.5,8,4
RSI55/MOM0/ADX40/,0.5,8,4
RSI55/MOM0/ADX45/,0.5,8,4
RSI55/MOM0/ADX50/,0.5,8,4
MOM0/ADX20/,0.2308,13,3
MOM0/ADX25/,0.2,20,4
MOM0/ADX30/,0.303,33,10
MOM0/ADX35/,0.3902,41,16
RSI55/ADX20/,0.3077,13,4
ADX20/,0.35,40,14
RSI60/BBANDS0.07/,0.2727,22,6
RSI55/MOM0/BBANDS0.07/,0.5,4,2
RSI55/BBANDS0.07/,0.2667,15,4
RSI55/MOM0/,0.4444,9,4
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.3333,3,1
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.06/,0,1,0
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.05/,0,1,0
RSI45/MOM0/MACD0/BOP0.03/,0.125,8,1
RSI45/MOM0/MACD0/BOP0.01/,0.125,8,1
RSI45/MOM0/MACD0/BOP-0.01/,0.125,8,1
RSI45/MOM0/MACD0/BOP-0.03/,0.125,8,1
RSI45/MOM0/MACD0/BOP-0.05/,0.125,8,1
RSI50/,0.3778,45,17
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.6,5,3
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.6667,9,6
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.7,10,7
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.7,10,7
MOM0/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.7273,11,8
MOM0/MACD0/BOP0.05/BBANDS0.06/,0.5,4,2
MOM0/MACD0/BOP0.05/BBANDS0.05/,0.3333,3,1
MOM0/MACD0/BOP0.03/,0.4545,33,15
MOM0/MACD0/BOP0.01/,0.4545,33,15
MOM0/MACD0/BOP-0.01/,0.4545,33,15
MOM0/MACD0/BOP-0.03/,0.4545,33,15
MOM0/MACD0/BOP-0.05/,0.4545,33,15
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX40/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX45/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.07/ADX50/,0.25,4,1
RSI45/MACD0/BOP0.05/BBANDS0.06/,0,2,0
RSI45/MACD0/BOP0.05/BBANDS0.05/,0,1,0
RSI45/MACD0/BOP0.03/,0.1,10,1
RSI45/MACD0/BOP0.01/,0.1,10,1
RSI45/MACD0/BOP-0.01/,0.1,10,1
RSI45/MACD0/BOP-0.03/,0.1111,9,1
RSI45/MACD0/BOP-0.05/,0.1111,9,1
MACD0/BOP0.05/BBANDS0.07/ADX20/,0.6,5,3
MACD0/BOP0.05/BBANDS0.07/ADX25/,0.6,5,3
MACD0/BOP0.05/BBANDS0.07/ADX30/,0.6667,6,4
MACD0/BOP0.05/BBANDS0.07/ADX35/,0.7,10,7
MACD0/BOP0.05/BBANDS0.07/ADX40/,0.6667,12,8
MACD0/BOP0.05/BBANDS0.07/ADX45/,0.6667,12,8
MACD0/BOP0.05/BBANDS0.07/ADX50/,0.6923,13,9
MACD0/BOP0.05/BBANDS0.06/,0.4286,7,3
MACD0/BOP0.05/BBANDS0.05/,0.4,5,2
MACD0/BOP0.03/,0.4286,42,18
MACD0/BOP0.01/,0.4286,42,18
MACD0/BOP-0.01/,0.4286,42,18
MACD0/BOP-0.03/,0.45,40,18
MACD0/BOP-0.05/,0.4359,39,17
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX40/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX45/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.07/ADX50/,0.3333,3,1
RSI45/MOM0/BOP0.05/BBANDS0.06/,0,1,0
RSI45/MOM0/BOP0.05/BBANDS0.05/,0,1,0
RSI45/MOM0/BOP0.03/,0.125,8,1
RSI45/MOM0/BOP0.01/,0.125,8,1
RSI45/MOM0/BOP-0.01/,0.125,8,1
RSI45/MOM0/BOP-0.03/,0.125,8,1
RSI45/MOM0/BOP-0.05/,0.125,8,1
MOM0/BOP0.05/BBANDS0.07/ADX20/,0.5,4,2
MOM0/BOP0.05/BBANDS0.07/ADX25/,0.6,5,3
MOM0/BOP0.05/BBANDS0.07/ADX30/,0.6667,9,6
MOM0/BOP0.05/BBANDS0.07/ADX35/,0.7143,14,10
MOM0/BOP0.05/BBANDS0.07/ADX40/,0.7222,18,13
MOM0/BOP0.05/BBANDS0.06/,0.6667,12,8
MOM0/BOP0.05/BBANDS0.05/,0.6,10,6
RSI45/BOP0.05/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/BOP0.05/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/BOP0.05/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/BOP0.05/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/BOP0.05/BBANDS0.07/ADX40/,0.25,4,1
RSI45/BOP0.05/BBANDS0.07/ADX45/,0.25,4,1
RSI45/BOP0.05/BBANDS0.07/ADX50/,0.25,4,1
RSI45/BOP0.05/BBANDS0.06/,0,2,0
RSI45/BOP0.05/BBANDS0.05/,0,1,0
RSI45/BOP0.03/,0.1,10,1
RSI45/BOP0.01/,0.1,10,1
RSI45/BOP-0.01/,0.1,10,1
RSI45/BOP-0.03/,0.1111,9,1
RSI45/BOP-0.05/,0.1111,9,1
BOP0.05/BBANDS0.07/ADX20/,0.5714,7,4
BOP0.05/BBANDS0.07/ADX25/,0.625,8,5
BOP0.05/BBANDS0.07/ADX30/,0.6667,12,8
BOP0.05/BBANDS0.07/ADX35/,0.7222,18,13
BOP0.05/BBANDS0.07/ADX40/,0.6957,23,16
BOP0.05/BBANDS0.06/,0.55,20,11
BOP0.05/BBANDS0.05/,0.6429,14,9
RSI45/MOM0/MACD0/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX40/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX45/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.07/ADX50/,0.3333,3,1
RSI45/MOM0/MACD0/BBANDS0.06/,0,1,0
RSI45/MOM0/MACD0/BBANDS0.05/,0,1,0
MOM0/MACD0/BBANDS0.07/ADX20/,0.5,4,2
MOM0/MACD0/BBANDS0.07/ADX25/,0.3333,6,2
MOM0/MACD0/BBANDS0.07/ADX30/,0.4286,7,3
MOM0/MACD0/BBANDS0.07/ADX35/,0.5455,11,6
MOM0/MACD0/BBANDS0.07/ADX40/,0.5833,12,7
MOM0/MACD0/BBANDS0.07/ADX45/,0.5833,12,7
MOM0/MACD0/BBANDS0.07/ADX50/,0.6154,13,8
MOM0/MACD0/BBANDS0.06/,0.3333,6,2
MOM0/MACD0/BBANDS0.05/,0.25,4,1
RSI45/MACD0/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MACD0/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MACD0/BBANDS0.07/ADX30/,0.5,4,2
RSI45/MACD0/BBANDS0.07/ADX35/,0.5,4,2
RSI45/MACD0/BBANDS0.07/ADX40/,0.4,5,2
RSI45/MACD0/BBANDS0.07/ADX45/,0.4,5,2
RSI45/MACD0/BBANDS0.07/ADX50/,0.4,5,2
RSI45/MACD0/BBANDS0.06/,0.3333,3,1
RSI45/MACD0/BBANDS0.05/,0.5,2,1
MACD0/BBANDS0.07/ADX20/,0.6,5,3
MACD0/BBANDS0.07/ADX25/,0.4286,7,3
MACD0/BBANDS0.07/ADX30/,0.5556,9,5
MACD0/BBANDS0.07/ADX35/,0.6154,13,8
MACD0/BBANDS0.07/ADX40/,0.6,15,9
MACD0/BBANDS0.07/ADX45/,0.6,15,9
MACD0/BBANDS0.07/ADX50/,0.625,16,10
MACD0/BBANDS0.06/,0.4,10,4
MACD0/BBANDS0.05/,0.4286,7,3
RSI45/MOM0/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX30/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX35/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX40/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX45/,0.3333,3,1
RSI45/MOM0/BBANDS0.07/ADX50/,0.3333,3,1
RSI45/MOM0/BBANDS0.06/,0,1,0
RSI45/MOM0/BBANDS0.05/,0,1,0
MOM0/BBANDS0.05/,0.5789,19,11
RSI45/BBANDS0.07/ADX20/,0.3333,3,1
RSI45/BBANDS0.07/ADX25/,0.3333,3,1
RSI45/BBANDS0.07/ADX30/,0.5,4,2
RSI45/BBANDS0.07/ADX35/,0.5,4,2
RSI45/BBANDS0.07/ADX40/,0.4,5,2
RSI45/BBANDS0.07/ADX45/,0.4,5,2
RSI45/BBANDS0.07/ADX50/,0.4,5,2
RSI45/BBANDS0.06/,0.3333,3,1
RSI45/BBANDS0.05/,0.5,2,1
BBANDS0.05/,0.5484,31,17
RSI45/MOM0/MACD0/BOP0.05/ADX20/,0.2,5,1
RSI45/MOM0/MACD0/BOP0.05/ADX25/,0.1429,7,1
RSI45/MOM0/MACD0/BOP0.05/ADX30/,0.125,8,1
RSI45/MOM0/MACD0/BOP0.05/ADX35/,0.125,8,1
RSI45/MOM0/MACD0/BOP0.05/ADX40/,0.125,8,1
RSI45/MOM0/MACD0/BOP0.05/ADX45/,0.125,8,1
RSI45/MOM0/MACD0/BOP0.05/ADX50/,0.125,8,1
MOM0/MACD0/BOP0.05/ADX20/,0.25,8,2
MOM0/MACD0/BOP0.05/ADX25/,0.1818,11,2
MOM0/MACD0/BOP0.05/ADX30/,0.2857,21,6
MOM0/MACD0/BOP0.05/ADX35/,0.3462,26,9
MOM0/MACD0/BOP0.05/ADX40/,0.3929,28,11
MOM0/MACD0/BOP0.05/ADX45/,0.4333,30,13
MOM0/MACD0/BOP0.05/ADX50/,0.4688,32,15
RSI45/MACD0/BOP0.05/ADX20/,0.1667,6,1
RSI45/MACD0/BOP0.05/ADX25/,0.125,8,1
RSI45/MACD0/BOP0.05/ADX30/,0.1111,9,1
RSI45/MACD0/BOP0.05/ADX35/,0.1111,9,1
RSI45/MACD0/BOP0.05/ADX40/,0.1,10,1
RSI45/MACD0/BOP0.05/ADX45/,0.1,10,1
RSI45/MACD0/BOP0.05/ADX50/,0.1,10,1
MACD0/BOP0.05/ADX20/,0.2727,11,3
MACD0/BOP0.05/ADX25/,0.2778,18,5
MACD0/BOP0.05/ADX30/,0.3214,28,9
MACD0/BOP0.05/ADX35/,0.3636,33,12
MACD0/BOP0.05/ADX40/,0.3889,36,14
MACD0/BOP0.05/ADX45/,0.4211,38,16
MACD0/BOP0.05/ADX50/,0.45,40,18
RSI45/MOM0/BOP0.05/ADX20/,0.2,5,1
RSI45/MOM0/BOP0.05/ADX25/,0.1429,7,1
RSI45/MOM0/BOP0.05/ADX30/,0.125,8,1
RSI45/MOM0/BOP0.05/ADX35/,0.125,8,1
RSI45/MOM0/BOP0.05/ADX40/,0.125,8,1
RSI45/MOM0/BOP0.05/ADX45/,0.125,8,1
RSI45/MOM0/BOP0.05/ADX50/,0.125,8,1
MOM0/BOP0.05/ADX20/,0.25,8,2
MOM0/BOP0.05/ADX25/,0.25,12,3
MOM0/BOP0.05/ADX30/,0.36,25,9
MOM0/BOP0.05/ADX35/,0.4375,32,14
MOM0/BOP0.05/ADX40/,0.4865,37,18
RSI45/BOP0.05/ADX20/,0.1667,6,1
RSI45/BOP0.05/ADX25/,0.125,8,1
RSI45/BOP0.05/ADX30/,0.1111,9,1
RSI45/BOP0.05/ADX35/,0.1111,9,1
RSI45/BOP0.05/ADX40/,0.1,10,1
RSI45/BOP0.05/ADX45/,0.1,10,1
RSI45/BOP0.05/ADX50/,0.1,10,1
BOP0.05/ADX20/,0.3077,13,4
BOP0.05/ADX25/,0.3636,22,8
BOP0.05/ADX30/,0.3889,36,14
BOP0.05/ADX35/,0.4545,44,20
BOP0.05/ADX40/,0.48,50,24
RSI45/MOM0/MACD0/ADX20/,0.2,5,1
RSI45/MOM0/MACD0/ADX25/,0.1429,7,1
RSI45/MOM0/MACD0/ADX30/,0.125,8,1
RSI45/MOM0/MACD0/ADX35/,0.125,8,1
RSI45/MOM0/MACD0/ADX40/,0.125,8,1
RSI45/MOM0/MACD0/ADX45/,0.125,8,1
RSI45/MOM0/MACD0/ADX50/,0.125,8,1
MOM0/MACD0/ADX20/,0.3,10,3
MOM0/MACD0/ADX25/,0.2,15,3
MOM0/MACD0/ADX30/,0.28,25,7
MOM0/MACD0/ADX35/,0.3333,30,10
MOM0/MACD0/ADX40/,0.375,32,12
MOM0/MACD0/ADX45/,0.4286,35,15
MOM0/MACD0/ADX50/,0.4595,37,17
RSI45/MACD0/ADX20/,0.1667,6,1
RSI45/MACD0/ADX25/,0.125,8,1
RSI45/MACD0/ADX30/,0.2,10,2
RSI45/MACD0/ADX35/,0.2,10,2
RSI45/MACD0/ADX40/,0.1818,11,2
RSI45/MACD0/ADX45/,0.1818,11,2
RSI45/MACD0/ADX50/,0.1818,11,2
MACD0/ADX20/,0.3077,13,4
RSI45/MOM0/ADX20/,0.2,5,1
RSI45/MOM0/ADX25/,0.1429,7,1
RSI45/MOM0/ADX30/,0.125,8,1
RSI45/MOM0/ADX35/,0.125,8,1
RSI45/MOM0/ADX40/,0.125,8,1
RSI45/MOM0/ADX45/,0.125,8,1
RSI45/MOM0/ADX50/,0.125,8,1
RSI45/ADX20/,0.1429,7,1
RSI45/ADX25/,0.1,10,1
RSI45/ADX30/,0.2667,15,4
RSI45/ADX35/,0.2667,15,4
RSI45/ADX40/,0.25,16,4
RSI45/ADX45/,0.25,16,4
RSI45/ADX50/,0.25,16,4
RSI45/MOM0/MACD0/BOP0.05/BBANDS0.07/,0.3333,3,1
MOM0/MACD0/BOP0.05/BBANDS0.07/,0.7273,11,8
RSI45/MACD0/BOP0.05/BBANDS0.07/,0.25,4,1
MACD0/BOP0.05/BBANDS0.07/,0.6429,14,9
RSI45/MOM0/BOP0.05/BBANDS0.07/,0.3333,3,1
RSI45/BOP0.05/BBANDS0.07/,0.25,4,1
RSI45/MOM0/MACD0/BBANDS0.07/,0.3333,3,1
MOM0/MACD0/BBANDS0.07/,0.6154,13,8
RSI45/MACD0/BBANDS0.07/,0.4,5,2
MACD0/BBANDS0.07/,0.5882,17,10
RSI45/MOM0/BBANDS0.07/,0.3333,3,1
RSI45/BBANDS0.07/,0.4,5,2
RSI45/MOM0/MACD0/BOP0.05/,0.125,8,1
MOM0/MACD0/BOP0.05/,0.4545,33,15
RSI45/MACD0/BOP0.05/,0.1,10,1
MACD0/BOP0.05/,0.4186,43,18
RSI45/MOM0/BOP0.05/,0.125,8,1
RSI45/BOP0.05/,0.1,10,1
RSI45/MOM0/MACD0/,0.125,8,1
MOM0/MACD0/,0.4474,38,17
RSI45/MACD0/,0.1818,11,2
RSI45/MOM0/,0.125,8,1
RSI45/,0.3043,23,7
BBANDS0.04/,0.52,25,13
RSI50/MACD0/BOP0.03/ADX20/,0,2,0
RSI50/MACD0/BOP0.03/ADX25/,0,3,0
RSI50/MACD0/BOP0.03/ADX30/,0,4,0
RSI50/MACD0/BOP0.03/ADX35/,0,4,0
RSI50/MACD0/BOP0.03/ADX40/,0,4,0
RSI50/MACD0/BOP0.03/ADX45/,0.3333,6,2
RSI50/MACD0/BOP0.03/ADX50/,0.3333,6,2
RSI50/MACD0/BOP0.01/,0.4444,9,4
RSI50/MACD0/BOP-0.01/,0.4444,9,4
RSI50/MACD0/BOP-0.03/,0.5,8,4
RSI50/MACD0/BOP-0.05/,0.5,8,4
RSI45/MACD0/BOP0.03/ADX20/,0,3,0
RSI45/MACD0/BOP0.03/ADX25/,0,5,0
RSI45/MACD0/BOP0.03/ADX30/,0,6,0
RSI45/MACD0/BOP0.03/ADX35/,0,6,0
RSI45/MACD0/BOP0.03/ADX40/,0,6,0
RSI45/MACD0/BOP0.03/ADX45/,0,6,0
RSI45/MACD0/BOP0.03/ADX50/,0,6,0
MACD0/BOP0.03/ADX20/,0,6,0
MACD0/BOP0.03/ADX25/,0.1667,12,2
MACD0/BOP0.03/ADX30/,0.2381,21,5
MACD0/BOP0.03/ADX35/,0.2273,22,5
MACD0/BOP0.03/ADX40/,0.2609,23,6
MACD0/BOP0.03/ADX45/,0.32,25,8
MACD0/BOP0.03/ADX50/,0.3462,26,9
RSI50/BOP0.03/ADX20/,0,2,0
RSI50/BOP0.03/ADX25/,0,3,0
RSI50/BOP0.03/ADX30/,0,4,0
RSI50/BOP0.03/ADX35/,0,4,0
RSI50/BOP0.03/ADX40/,0,4,0
RSI50/BOP0.03/ADX45/,0.3333,6,2
RSI50/BOP0.03/ADX50/,0.4286,7,3
RSI50/BOP0.01/,0.5,10,5
RSI50/BOP-0.01/,0.5,10,5
RSI50/BOP-0.03/,0.5556,9,5
RSI50/BOP-0.05/,0.5556,9,5
RSI45/BOP0.03/ADX20/,0,3,0
RSI45/BOP0.03/ADX25/,0,5,0
RSI45/BOP0.03/ADX30/,0,6,0
RSI45/BOP0.03/ADX35/,0,6,0
RSI45/BOP0.03/ADX40/,0,6,0
RSI45/BOP0.03/ADX45/,0,6,0
RSI45/BOP0.03/ADX50/,0,6,0
BOP0.03/ADX20/,0,6,0
BOP0.03/ADX25/,0.2308,13,3
BOP0.03/ADX30/,0.2609,23,6
BOP0.03/ADX35/,0.28,25,7
BOP0.03/ADX40/,0.3077,26,8
BOP0.03/ADX45/,0.3667,30,11
BOP0.03/ADX50/,0.3824,34,13
RSI50/ADX20/,0.3,10,3
RSI50/ADX25/,0.2222,18,4
RSI50/ADX30/,0.2609,23,6
RSI50/ADX35/,0.28,25,7
RSI50/ADX40/,0.2963,27,8
RSI50/ADX45/,0.3448,29,10
RSI50/ADX50/,0.3667,30,11
RSI50/MACD0/BOP0.05/ADX20/,0.3333,3,1
RSI50/MACD0/BOP0.05/ADX25/,0.2,5,1
RSI50/MACD0/BOP0.05/ADX30/,0.1667,6,1
RSI50/MACD0/BOP0.05/ADX35/,0.2857,7,2
RSI50/MACD0/BOP0.05/ADX40/,0.25,8,2
RSI50/MACD0/BOP0.05/ADX45/,0.4,10,4
RSI50/MACD0/BOP0.05/ADX50/,0.4,10,4
RSI50/MACD0/BOP0.03/,0.4444,9,4
RSI50/BOP0.05/ADX20/,0.3333,3,1
RSI50/BOP0.05/ADX25/,0.2,5,1
RSI50/BOP0.05/ADX30/,0.1667,6,1
RSI50/BOP0.05/ADX35/,0.2857,7,2
RSI50/BOP0.05/ADX40/,0.25,8,2
RSI50/BOP0.05/ADX45/,0.4,10,4
RSI50/BOP0.05/ADX50/,0.4545,11,5
RSI50/BOP0.03/,0.5,10,5
RSI50/MACD0/ADX20/,0.4,5,2
RSI50/MACD0/ADX25/,0.25,8,2
RSI50/MACD0/ADX30/,0.2,10,2
RSI50/MACD0/ADX35/,0.25,12,3
RSI50/MACD0/ADX40/,0.2308,13,3
RSI50/MACD0/ADX45/,0.3333,15,5
RSI50/MACD0/ADX50/,0.3333,15,5
RSI50/MACD0/BOP0.05/,0.4,10,4
RSI50/BOP0.05/,0.4545,11,5
RSI50/MACD0/,0.3333,15,5
RSI55/MACD0/BOP0.03/ADX25/,0.3333,3,1
RSI55/MACD0/BOP0.03/ADX30/,0.3333,6,2
RSI55/MACD0/BOP0.03/ADX35/,0.3333,6,2
RSI55/MACD0/BOP0.03/ADX40/,0.3333,6,2
RSI55/MACD0/BOP0.03/ADX45/,0.3333,6,2
RSI55/MACD0/BOP0.03/ADX50/,0.3333,6,2
RSI55/MACD0/BOP0.01/,0.5,10,5
RSI55/MACD0/BOP-0.01/,0.5,10,5
RSI55/MACD0/BOP-0.03/,0.5,10,5
RSI55/MACD0/BOP-0.05/,0.4444,9,4
RSI55/BOP0.03/ADX25/,0.3333,3,1
RSI55/BOP0.03/ADX30/,0.2857,7,2
RSI55/BOP0.03/ADX35/,0.375,8,3
RSI55/BOP0.03/ADX40/,0.375,8,3
RSI55/BOP0.03/ADX45/,0.375,8,3
RSI55/BOP0.03/ADX50/,0.4444,9,4
RSI55/BOP0.01/,0.5714,14,8
RSI55/BOP-0.01/,0.5385,13,7
RSI55/BOP-0.03/,0.5385,13,7
RSI55/BOP-0.05/,0.5,12,6
RSI55/MACD0/BOP0.05/ADX25/,0.4,5,2
RSI55/MACD0/BOP0.05/ADX30/,0.375,8,3
RSI55/MACD0/BOP0.05/ADX35/,0.5,10,5
RSI55/MACD0/BOP0.05/ADX40/,0.5,10,5
RSI55/MACD0/BOP0.05/ADX45/,0.5,10,5
RSI55/MACD0/BOP0.05/ADX50/,0.5,10,5
RSI55/MACD0/BOP0.03/,0.5,10,5
